words,links,capital_words,spam_word_count,is_spam
302,2,1,0,0
119,5,1,6,0
249,0,3,2,0
836,3,6,3,1
81,1,1,2,0
747,8,18,5,1
124,1,9,0,0
192,1,3,0,0
706,7,27,7,1
672,5,13,10,1
225,2,8,2,0
352,4,15,4,1
810,4,15,5,1
32,1,2,0,0
136,0,6,2,0
104,1,3,1,0
507,3,3,10,1
170,10,26,6,1
197,2,3,1,0
695,3,25,10,1
48,1,1,0,0
371,2,9,5,1
82,0,24,6,1
194,10,27,5,1
683,5,0,2,1
429,4,21,9,1
221,1,4,1,0
53,2,2,2,0
163,0,0,2,0
849,1,10,0,1
550,4,19,4,1
157,2,24,6,1
317,3,24,3,1
385,2,1,2,0
295,2,1,1,0
56,1,2,2,0
768,7,19,3,1
242,3,1,6,0
218,2,2,0,0
179,5,7,8,1
90,0,2,2,0
389,1,27,2,1
247,0,1,4,0
123,9,2,3,1
211,1,2,0,0
178,1,2,2,0
187,1,0,2,0
693,9,26,2,1
922,6,7,10,1
57,1,2,0,0
364,3,23,6,1
39,0,0,0,0
225,2,1,2,0
299,1,2,2,0
271,1,3,6,0
76,3,5,9,1
573,10,30,3,1
139,3,21,4,1
228,2,8,0,0
286,2,1,2,0
275,1,0,0,0
77,2,0,0,0
165,5,23,0,1
189,0,2,0,0
272,10,8,4,1
908,3,10,5,1
167,2,3,4,0
846,3,16,5,1
278,2,0,0,0
614,0,0,3,1
839,6,0,8,1
299,7,10,8,1
259,3,3,2,0
605,7,16,7,1
209,2,0,1,0
125,2,6,0,0
849,2,8,1,1
157,2,13,5,1
85,6,4,3,1
644,8,15,4,1
56,0,3,1,0
107,2,3,2,0
232,0,0,1,0
159,0,23,0,1
249,7,6,3,1
64,1,2,0,0
960,1,5,3,1
78,1,1,2,0
331,0,3,2,0
887,10,16,3,1
393,5,8,10,1
216,0,2,2,0
138,6,26,0,1
27,1,6,2,0
898,8,27,8,1
209,0,2,1,0
688,9,28,9,1
126,3,21,9,1
369,2,4,6,0
538,3,20,5,1
317,5,8,4,1
299,1,8,2,0
743,6,7,0,1
823,5,9,9,1
73,4,3,0,0
165,0,1,1,0
46,2,3,1,0
162,8,12,8,1
329,1,2,1,0
84,0,0,0,0
158,1,10,1,0
710,8,12,9,1
73,0,3,1,0
139,2,10,0,0
21,2,1,1,0
938,6,0,9,1
166,0,0,2,0
119,3,5,4,1
207,0,4,0,0
29,1,3,2,0
219,0,0,0,0
223,1,6,3,0
63,2,17,0,1
207,4,3,0,0
38,1,0,1,0
119,1,11,5,1
289,0,1,1,0
170,5,1,0,0
933,2,7,3,1
45,1,2,1,0
311,2,23,9,1
765,4,6,10,1
242,1,1,4,0
602,6,12,10,1
768,5,18,3,1
427,3,16,6,1
147,4,6,3,1
269,1,3,3,0
288,10,21,3,1
448,9,10,9,1
410,5,22,9,1
236,0,1,3,0
162,4,2,5,0
133,0,10,2,0
535,3,11,3,1
129,1,8,2,0
178,2,0,2,0
276,5,27,2,1
249,5,2,2,0
118,9,13,10,1
185,1,2,2,0
933,3,29,4,1
100,1,1,1,0
984,6,20,4,1
979,2,19,6,1
48,5,9,1,0
199,7,5,4,1
368,2,26,9,1
270,2,1,1,0
160,8,6,1,1
216,1,0,1,0
474,6,7,7,1
240,1,0,2,0
293,1,2,1,0
273,2,0,3,0
83,2,16,3,1
172,2,0,1,0
300,1,1,5,0
212,9,6,8,1
274,2,0,2,0
934,7,11,4,1
269,4,1,2,0
414,3,14,3,1
242,2,3,5,0
266,1,3,0,0
62,0,3,2,0
131,2,27,10,1
244,1,0,0,0
92,0,1,2,0
696,6,28,8,1
216,2,0,0,0
882,9,23,2,1
268,0,1,0,0
777,2,5,4,1
77,5,27,6,1
407,10,10,3,1
102,2,0,2,0
750,3,18,3,1
721,5,19,1,1
773,7,1,4,1
180,1,2,0,0
744,10,3,7,1
215,1,5,2,0
62,2,2,0,0
96,1,2,6,0
127,2,26,7,1
259,1,3,0,0
20,1,3,0,0
195,0,3,2,0
237,0,7,2,0
122,2,2,2,0
130,1,1,0,0
188,0,0,1,0
37,0,2,1,0
170,2,11,10,1
109,1,1,1,0
177,1,1,2,0
770,9,0,7,1
287,2,0,0,0
101,5,0,8,1
230,1,2,2,0
103,1,2,1,0
57,1,10,2,0
28,0,1,0,0
64,5,9,2,1
937,3,20,4,1
545,10,7,0,1
245,5,2,0,0
58,2,1,0,0
829,1,6,6,1
486,9,27,3,1
93,1,3,0,0
153,5,2,6,1
21,0,2,1,0
545,5,23,10,1
202,0,2,0,0
451,2,18,7,1
364,10,24,8,1
237,1,4,3,1
264,1,2,2,0
134,1,1,3,0
318,9,12,0,1
476,8,18,9,1
66,1,10,2,0
217,1,1,2,0
636,9,9,6,1
575,5,29,3,1
177,4,3,5,0
88,7,24,7,1
34,2,6,2,0
22,1,1,2,0
298,2,6,1,0
51,0,2,2,0
40,2,3,2,0
171,1,0,1,0
720,5,9,3,1
322,4,7,1,1
87,0,3,1,0
961,9,30,6,1
169,0,0,2,0
194,2,2,4,0
359,0,1,6,1
241,5,26,3,1
153,4,3,2,0
172,2,2,2,0
269,0,1,0,0
217,2,1,2,0
391,4,22,4,1
78,8,17,10,1
299,2,6,7,1
247,10,2,6,1
27,0,1,2,0
54,2,11,5,1
865,7,10,8,1
40,4,3,0,0
34,0,0,2,0
983,5,4,7,1
530,10,21,7,1
475,5,8,3,1
121,1,2,3,0
725,8,3,9,1
275,1,5,0,0
220,1,2,2,0
60,1,2,2,0
958,2,2,4,1
124,9,7,6,1
431,4,5,5,1
41,1,3,3,0
342,1,2,0,0
494,1,2,0,0
715,6,26,5,1
57,0,2,0,0
739,5,5,5,1
343,0,30,10,1
121,10,19,0,1
819,3,28,0,1
253,2,3,2,0
268,0,2,1,0
122,0,8,1,1
200,0,1,1,0
125,2,2,2,0
50,4,1,1,0
266,1,3,2,0
274,0,0,1,0
22,2,0,2,0
157,1,1,1,0
637,3,30,1,1
68,0,0,2,0
180,1,4,1,0
156,1,0,1,0
438,3,1,3,1
78,0,7,1,0
430,8,16,3,1
78,5,19,3,1
399,1,2,0,0
23,0,1,5,0
159,0,1,2,0
765,6,9,7,1
290,0,9,3,0
379,0,3,2,0
157,2,16,10,1
127,0,4,0,0
64,3,27,3,1
253,2,6,2,0
792,6,28,7,1
35,1,0,2,0
141,7,19,3,1
152,0,10,2,0
731,10,0,8,1
143,0,4,0,0
167,2,12,7,1
110,1,18,9,1
495,6,4,9,1
435,2,0,1,0
705,9,23,9,1
727,2,1,10,1
161,1,3,1,0
784,2,5,10,1
230,0,3,2,0
545,7,19,3,1
242,0,1,1,0
196,1,2,6,0
79,4,0,2,0
285,1,2,1,0
130,2,0,0,0
582,8,24,5,1
149,1,3,2,0
89,1,2,1,0
138,0,3,0,0
862,3,2,4,1
83,1,0,0,0
65,1,2,1,0
224,0,3,2,0
140,1,5,4,0
423,1,0,0,0
439,5,7,7,1
37,2,2,2,0
184,2,0,0,0
188,0,0,2,0
282,2,1,0,0
212,3,19,7,1
112,3,13,7,1
268,4,1,1,0
290,1,0,0,0
338,0,0,0,0
241,0,9,4,0
618,6,20,10,1
474,4,13,3,1
440,3,25,0,1
64,1,5,2,0
220,1,0,0,0
300,4,18,6,1
376,4,30,10,1
200,0,6,10,1
200,0,0,2,0
128,5,4,3,1
163,5,0,1,0
217,0,0,1,0
255,1,1,0,0
872,5,0,10,1
665,3,4,10,1
139,0,3,1,0
290,1,3,6,0
975,5,27,5,1
393,4,6,9,1
895,4,22,2,1
243,0,3,2,0
149,6,5,0,1
656,6,27,3,1
123,1,2,0,0
81,10,22,8,1
933,8,0,3,1
25,0,2,0,0
260,2,2,0,0
223,1,3,1,0
131,10,16,7,1
521,7,25,2,1
132,3,8,5,1
141,1,10,0,0
296,1,0,1,0
68,1,1,6,0
741,2,21,8,1
273,1,0,2,0
247,2,0,0,0
66,2,14,5,1
123,4,30,8,1
99,2,21,7,1
194,1,3,1,0
256,0,1,1,0
810,6,15,4,1
82,6,22,1,1
198,2,0,0,0
712,7,23,10,1
332,7,5,6,1
333,10,13,6,1
103,1,3,1,0
118,1,3,0,0
49,0,0,0,0
196,1,1,2,0
204,2,2,2,0
205,1,1,1,0
165,1,3,2,0
56,10,2,4,1
609,6,5,2,1
230,3,14,7,1
152,2,23,10,1
352,0,3,0,0
665,9,15,8,1
304,3,25,8,1
83,5,1,2,0
835,5,18,10,1
844,10,8,1,1
765,1,26,10,1
390,6,23,3,1
20,2,2,0,0
176,2,1,2,0
78,3,3,9,1
40,1,10,3,0
186,8,1,7,1
784,4,27,3,1
277,9,24,8,1
240,0,2,1,0
714,3,5,4,1
177,6,20,3,1
216,1,0,5,0
189,0,2,6,0
214,0,3,1,0
268,5,5,6,1
70,4,5,6,1
171,4,8,2,0
247,2,2,0,0
30,1,3,0,0
210,5,2,1,0
136,0,1,2,0
290,8,6,7,1
460,3,15,4,1
141,9,5,1,1
420,2,0,1,0
649,7,11,0,1
396,1,15,0,1
988,8,13,10,1
186,2,2,2,0
314,7,24,2,1
165,1,10,1,0
133,4,23,3,1
671,6,18,0,1
201,2,9,2,0
214,0,1,2,0
78,2,0,1,0
832,4,16,1,1
226,4,8,9,1
383,4,15,5,1
179,2,29,6,1
769,3,2,6,1
153,0,3,2,0
92,1,0,1,0
184,2,1,1,0
305,8,12,4,1
314,0,2,0,0
270,2,3,1,0
935,8,12,5,1
141,1,2,3,1
37,1,2,2,0
127,2,0,4,0
125,1,27,4,1
245,4,16,0,1
286,0,3,2,0
236,0,2,0,0
343,5,5,0,0
755,9,6,6,1
261,1,3,0,0
196,1,0,6,0
695,8,5,3,1
142,8,16,1,1
383,10,10,1,1
47,1,8,1,0
748,10,17,1,1
167,0,2,1,0
474,8,23,6,1
363,1,1,2,0
205,5,16,7,1
222,2,0,0,0
275,2,26,7,1
231,1,3,4,0
628,2,15,4,1
805,3,30,0,1
568,8,20,0,1
855,7,22,4,1
638,4,5,9,1
231,1,2,6,0
350,8,29,6,1
680,4,8,0,1
118,2,3,0,0
33,2,0,5,0
176,1,2,1,0
490,5,7,7,1
224,1,3,2,0
909,4,25,4,1
622,7,9,1,1
35,5,1,1,0
935,9,17,10,1
726,2,22,4,1
666,3,20,4,1
118,7,24,7,1
171,4,1,6,1
578,9,21,10,1
108,10,20,5,1
404,1,2,6,0
438,1,3,5,0
158,6,20,10,1
757,7,19,6,1
201,2,1,2,0
294,1,0,1,0
73,2,4,1,0
522,9,16,10,1
405,1,3,2,0
54,7,14,4,1
451,2,5,3,1
21,0,2,4,0
139,5,11,5,1
214,1,2,1,0
331,2,1,1,0
401,0,1,0,0
372,1,2,2,0
156,1,3,2,0
128,1,24,1,1
223,0,0,2,0
213,0,0,2,0
101,0,1,1,0
203,2,2,5,0
396,8,24,2,1
929,7,19,1,1
519,6,5,10,1
114,8,6,9,1
184,4,1,2,0
292,1,3,1,0
279,5,2,2,0
281,1,4,6,0
260,1,0,2,0
158,0,0,5,0
263,0,2,2,0
220,0,2,2,0
744,7,17,0,1
935,4,10,8,1
841,9,1,1,1
214,2,0,0,0
246,1,7,0,0
193,2,3,1,0
857,2,25,0,1
164,2,26,10,1
681,7,22,1,1
82,2,0,1,0
284,9,26,6,1
88,3,2,2,0
167,2,0,2,0
103,0,1,0,0
34,1,1,1,0
896,3,17,8,1
214,2,3,0,0
219,4,0,2,0
657,9,29,3,1
125,2,12,3,1
855,2,15,3,1
457,2,1,2,0
115,0,3,0,0
812,7,11,6,1
165,2,3,0,0
79,1,0,2,0
969,4,26,6,1
144,0,8,2,0
403,3,4,4,1
736,2,25,5,1
212,0,3,3,0
177,4,22,2,1
63,1,0,2,0
627,8,8,6,1
767,5,4,6,1
959,2,30,3,1
64,9,24,2,1
177,2,1,1,0
750,7,4,10,1
180,9,3,10,1
227,3,1,1,0
117,2,3,4,0
663,8,21,6,1
256,0,1,2,0
679,10,7,6,1
253,3,18,7,1
295,2,1,3,0
49,0,3,2,0
178,0,1,0,0
51,2,4,2,0
432,2,2,4,0
553,4,25,4,1
195,5,1,1,0
612,6,9,0,1
66,0,0,2,0
151,0,4,2,0
119,2,3,1,0
291,1,2,4,0
116,9,28,9,1
220,3,13,3,1
585,9,9,0,1
517,6,19,4,1
254,4,4,8,1
955,6,10,8,1
849,0,30,2,1
869,5,24,3,1
180,8,30,9,1
161,8,26,9,1
83,1,1,0,0
277,1,10,0,0
274,1,1,0,0
144,2,3,1,0
64,9,21,5,1
208,1,5,2,0
172,3,1,1,0
65,2,2,2,0
275,2,0,2,0
244,9,4,10,1
965,3,14,8,1
281,1,3,0,0
857,7,6,9,1
182,2,0,2,0
179,2,20,0,1
88,9,27,6,1
188,7,10,7,1
185,2,1,1,0
429,2,1,4,0
267,1,4,1,0
717,5,30,4,1
50,0,3,4,1
392,7,10,2,1
761,3,8,4,1
196,7,19,1,1
184,9,6,3,1
741,3,13,10,1
258,1,1,1,0
198,3,19,4,1
352,0,1,2,0
616,7,5,4,1
161,4,8,8,1
892,7,3,4,1
534,3,6,0,1
195,5,6,1,1
242,0,0,2,0
186,0,2,1,0
181,2,0,2,0
167,5,3,1,0
889,2,24,10,1
865,2,27,7,1
62,1,18,2,1
245,2,1,2,0
124,2,0,2,0
63,1,6,0,0
269,3,0,1,0
718,2,4,8,1
83,2,1,0,0
28,4,1,1,0
170,2,9,10,1
292,2,2,2,0
313,1,2,1,0
190,3,2,4,0
316,3,0,7,1
380,4,4,7,1
179,2,3,0,0
335,2,1,1,0
83,1,2,1,0
731,0,21,3,1
188,2,17,9,1
66,3,26,9,1
395,5,3,10,1
88,1,25,10,1
269,0,15,5,1
776,7,28,7,1
291,4,1,10,1
136,2,0,5,0
717,8,22,7,1
142,9,3,5,1
802,4,10,4,1
35,0,1,1,0
62,2,27,8,1
201,1,0,2,0
153,5,10,0,0
758,10,26,0,1
730,8,20,4,1
198,3,22,10,1
240,1,1,1,0
780,9,7,3,1
232,1,2,0,0
204,1,1,3,0
732,10,18,8,1
87,10,9,8,1
530,10,11,9,1
298,0,1,1,0
219,1,3,1,0
180,10,23,6,1
265,2,6,6,0
659,2,27,3,1
888,2,10,0,1
211,1,0,0,0
905,4,5,8,1
947,8,23,4,1
287,5,14,10,1
183,2,9,0,0
195,2,3,0,0
150,2,3,1,0
252,2,26,6,1
909,1,2,3,1
81,1,3,1,0
138,7,28,4,1
166,0,9,0,0
295,2,2,1,0
115,8,15,9,1
187,0,2,2,0
249,7,10,9,1
45,2,1,5,0
507,0,21,8,1
153,5,0,0,0
144,0,2,2,0
733,7,9,9,1
172,0,0,6,0
116,10,25,7,1
297,0,1,2,0
306,0,26,10,1
290,1,7,1,0
148,1,0,2,0
925,3,23,2,1
313,10,28,10,1
279,2,2,5,0
705,2,5,10,1
84,1,14,10,1
172,9,2,6,1
163,0,3,4,0
243,8,30,7,1
217,2,10,0,0
294,0,2,5,0
119,4,4,3,1
162,2,3,1,0
427,1,1,5,0
882,0,0,9,1
271,1,9,0,0
178,7,19,9,1
253,0,3,1,0
137,2,0,0,0
147,0,0,1,0
294,4,15,9,1
301,10,3,6,1
295,0,2,1,0
545,4,4,8,1
890,10,28,8,1
302,0,11,7,1
184,9,28,7,1
249,0,3,2,0
98,2,2,0,0
77,5,2,1,0
579,3,7,10,1
161,4,4,1,1
122,4,20,8,1
838,2,2,3,1
159,0,2,1,0
166,4,1,2,0
69,3,29,3,1
134,2,22,9,1
261,10,27,6,1
66,0,1,2,0
99,0,1,1,0
30,0,1,1,0
289,1,2,0,0
513,5,21,8,1
105,1,2,1,0
657,2,4,3,1
621,10,28,2,1
374,4,10,9,1
195,4,0,2,0
794,2,11,9,1
188,1,0,2,0
133,1,5,0,0
65,5,2,2,0
283,3,11,9,1
281,1,2,1,0
374,3,17,3,1
891,3,10,7,1
121,1,3,6,0
61,4,17,3,1
472,2,1,2,0
476,2,3,3,0
175,2,3,1,0
191,2,0,2,0
699,3,5,3,1
224,1,3,0,0
277,2,1,1,0
218,6,18,9,1
137,7,18,7,1
296,10,0,10,1
118,4,6,10,1
971,10,19,4,1
217,0,1,1,0
60,0,2,1,0
226,3,19,4,1
691,7,26,10,1
180,2,5,8,1
83,8,14,8,1
99,2,3,3,0
58,1,3,1,0
130,1,3,2,0
917,2,17,3,1
714,9,30,7,1
265,2,1,2,0
227,2,4,1,0
474,9,19,7,1
189,10,26,4,1
635,7,23,1,1
208,2,1,1,0
429,7,26,10,1
85,5,1,1,0
254,8,5,5,1
252,2,0,0,0
436,9,29,5,1
298,2,2,3,0
781,8,16,7,1
84,2,1,2,0
656,7,29,5,1
168,2,7,2,0
162,2,4,0,0
64,1,2,2,0
171,0,1,0,0
170,2,2,2,0
764,3,13,3,1
63,2,3,2,0
343,4,13,7,1
226,3,5,5,1
959,9,28,10,1
554,0,28,10,1
127,0,2,2,0
359,2,1,0,0
524,2,11,4,1
74,2,3,4,0
657,1,17,3,1
415,6,29,6,1
847,4,19,7,1
162,7,30,10,1
277,2,0,5,0
770,0,15,7,1
370,0,2,2,0
119,10,13,5,1
810,7,16,4,1
102,1,1,1,0
244,2,2,2,0
87,2,2,1,0
724,6,0,10,1
213,2,8,1,0
589,3,24,5,1
33,1,2,1,0
493,2,5,1,0
120,5,15,5,1
108,1,4,0,0
584,9,12,1,1
379,1,0,0,0
147,2,21,5,1
179,2,10,0,0
183,2,0,1,0
132,3,23,3,1
83,10,23,10,1
384,2,1,0,0
301,10,30,3,1
66,2,29,3,1
951,3,16,1,1
253,2,0,1,0
40,1,5,0,0
331,3,1,5,1
232,0,3,1,0
205,0,0,2,0
268,2,1,1,0
48,2,0,5,0
167,0,0,1,0
107,2,2,6,0
260,1,1,1,0
185,1,1,3,0
169,9,12,8,1
161,3,9,3,1
205,2,1,2,0
46,0,7,0,0
436,10,10,1,1
501,7,7,5,1
97,2,1,1,0
880,5,22,5,1
245,1,3,1,0
51,1,2,0,0
188,2,1,2,0
487,0,2,1,0
551,3,29,6,1
96,0,3,1,0
60,1,3,0,0
240,1,1,1,0
254,1,1,0,0
119,0,3,1,0
495,0,2,6,0
181,2,1,2,0
250,2,3,1,0
209,3,0,6,0
174,2,1,1,0
255,2,1,1,0
174,4,0,1,0
250,10,29,5,1
71,1,2,2,0
165,1,1,1,0
709,4,0,3,1
26,0,0,0,0
165,0,3,1,0
101,9,16,3,1
289,3,3,3,0
210,0,3,0,0
28,4,0,0,0
414,3,26,10,1
64,1,4,2,0
644,2,23,6,1
335,8,20,1,1
284,2,3,4,0
299,0,2,0,0
632,8,28,8,1
238,2,2,5,0
491,3,2,2,0
290,0,1,0,0
221,0,6,1,0
174,4,3,4,0
138,0,4,1,0
221,1,2,0,0
723,2,3,5,1
158,6,19,1,1
130,2,11,3,1
211,1,9,0,0
129,3,30,1,1
160,0,3,2,0
327,0,3,0,0
429,2,24,6,1
217,0,9,2,0
297,1,3,2,0
78,2,0,2,0
213,1,0,0,0
387,3,19,3,1
285,0,3,1,0
106,7,11,1,1
148,2,3,2,0
184,1,2,0,0
946,7,16,10,1
241,2,2,2,0
454,3,7,2,1
112,1,2,0,0
129,1,1,2,0
290,1,2,2,0
818,4,11,4,1
440,10,5,7,1
758,2,21,3,1
178,0,8,2,0
265,2,1,0,0
244,0,1,1,0
273,2,10,2,0
979,8,28,5,1
173,2,1,1,0
867,2,1,8,1
201,0,1,0,0
624,9,11,9,1
95,2,3,0,0
738,7,22,8,1
114,8,0,3,1
753,4,0,2,1
827,0,26,2,1
200,1,0,0,0
279,2,1,1,0
258,0,3,2,0
189,2,3,2,0
211,1,0,5,0
160,5,16,5,1
148,2,15,3,1
200,1,1,1,0
237,0,3,2,0
61,8,7,4,1
136,4,1,2,0
90,2,1,1,0
288,1,2,4,0
64,9,10,6,1
473,1,0,1,0
721,3,27,3,1
168,0,0,1,0
665,8,6,5,1
145,1,5,5,0
923,4,22,6,1
141,0,1,1,0
246,1,2,4,0
231,8,6,7,1
158,2,2,1,0
153,3,30,3,1
749,2,0,4,1
240,0,3,5,0
259,0,3,1,0
162,4,25,6,1
480,3,11,1,1
345,0,1,1,0
981,3,13,7,1
115,1,3,1,0
987,1,2,1,1
101,2,3,1,0
455,1,3,0,0
962,10,24,3,1
88,2,2,0,0
108,1,3,2,0
317,2,0,2,0
39,2,5,1,0
163,2,25,3,1
800,3,15,3,1
65,2,8,0,0
587,6,1,10,1
163,3,5,9,1
916,6,22,7,1
145,2,2,0,0
257,3,1,1,0
198,5,27,0,1
79,4,20,3,1
294,0,2,1,0
513,2,23,3,1
71,2,8,2,0
183,2,0,1,0
169,0,8,6,0
189,4,2,0,0
124,2,3,1,0
394,9,3,8,1
856,3,1,6,1
225,2,27,10,1
188,9,12,6,1
151,1,0,1,0
262,5,6,0,1
91,3,0,2,0
761,2,2,6,1
171,0,3,1,0
210,2,6,3,1
523,2,12,4,1
995,10,7,9,1
123,3,4,7,1
75,1,4,0,0
264,2,1,0,0
274,4,3,4,0
121,5,3,0,0
871,3,10,8,1
231,9,22,5,1
154,9,25,10,1
456,5,13,2,1
174,1,2,2,0
39,0,0,2,0
256,2,3,2,0
30,1,2,2,0
140,2,0,1,0
273,0,1,2,0
170,6,25,1,1
368,1,4,1,0
528,9,16,9,1
944,7,0,4,1
614,9,21,4,1
282,4,26,6,1
97,2,29,10,1
308,4,1,1,1
710,0,26,4,1
239,1,0,3,0
161,6,16,4,1
228,1,1,5,0
190,3,3,2,0
868,7,5,7,1
71,0,0,2,0
219,1,8,1,1
815,2,13,7,1
141,0,12,4,1
489,2,26,8,1
821,8,7,7,1
183,9,5,9,1
154,7,21,8,1
645,6,23,3,1
173,1,2,1,0
143,4,5,4,1
162,2,1,1,0
294,0,1,2,0
891,8,5,2,1
735,5,20,5,1
90,3,7,5,1
188,1,3,2,0
221,1,5,2,0
668,9,1,5,1
497,6,2,4,1
242,0,5,1,0
198,1,3,9,1
43,0,0,0,0
779,3,23,8,1
895,5,21,4,1
65,0,4,2,0
213,2,9,1,0
112,2,5,0,0
